year,month,value,adjusted,sex,race,age,mari
2021,February,6.3,FALSE,Men,All,55-64,All
2021,January,6.0,FALSE,Men,All,55-64,All
2020,December,6.1,FALSE,Men,All,55-64,All
2020,November,5.8,FALSE,Men,All,55-64,All
2020,October,5.2,FALSE,Men,All,55-64,All
2020,September,6.1,FALSE,Men,All,55-64,All
2020,August,6.9,FALSE,Men,All,55-64,All
2020,July,7.7,FALSE,Men,All,55-64,All
2020,June,8.3,FALSE,Men,All,55-64,All
2020,May,9.6,FALSE,Men,All,55-64,All
2020,April,11.0,FALSE,Men,All,55-64,All
2020,March,3.6,FALSE,Men,All,55-64,All
2020,February,3.2,FALSE,Men,All,55-64,All
2020,January,3.0,FALSE,Men,All,55-64,All
2023,November,2.9,FALSE,Men,All,65-,All
2023,October,2.3,FALSE,Men,All,65-,All
2023,September,2.5,FALSE,Men,All,65-,All
2023,August,3.5,FALSE,Men,All,65-,All
2023,July,2.4,FALSE,Men,All,65-,All
2023,June,2.8,FALSE,Men,All,65-,All
2023,May,3.0,FALSE,Men,All,65-,All
2023,April,2.1,FALSE,Men,All,65-,All
2023,March,3.1,FALSE,Men,All,65-,All
2023,February,2.5,FALSE,Men,All,65-,All
2023,January,2.9,FALSE,Men,All,65-,All
2022,December,3.0,FALSE,Men,All,65-,All
2022,November,3.2,FALSE,Men,All,65-,All
2022,October,2.0,FALSE,Men,All,65-,All
2022,September,2.0,FALSE,Men,All,65-,All
2022,August,3.3,FALSE,Men,All,65-,All
2022,July,3.3,FALSE,Men,All,65-,All
2022,June,3.0,FALSE,Men,All,65-,All
2022,May,2.8,FALSE,Men,All,65-,All
2022,April,2.9,FALSE,Men,All,65-,All
2022,March,3.2,FALSE,Men,All,65-,All
2022,February,4.0,FALSE,Men,All,65-,All
2022,January,3.9,FALSE,Men,All,65-,All
2021,December,2.9,FALSE,Men,All,65-,All
2021,November,3.2,FALSE,Men,All,65-,All
2021,October,3.4,FALSE,Men,All,65-,All
2021,September,3.0,FALSE,Men,All,65-,All
2021,August,4.2,FALSE,Men,All,65-,All
2021,July,5.1,FALSE,Men,All,65-,All
2021,June,5.4,FALSE,Men,All,65-,All
2021,May,4.8,FALSE,Men,All,65-,All
2021,April,4.5,FALSE,Men,All,65-,All
2021,March,5.1,FALSE,Men,All,65-,All
2021,February,5.5,FALSE,Men,All,65-,All
2021,January,5.4,FALSE,Men,All,65-,All
2020,December,5.5,FALSE,Men,All,65-,All
2020,November,5.6,FALSE,Men,All,65-,All
2020,October,4.3,FALSE,Men,All,65-,All
2020,September,5.7,FALSE,Men,All,65-,All
2020,August,7.6,FALSE,Men,All,65-,All
2020,July,8.1,FALSE,Men,All,65-,All
2020,June,9.5,FALSE,Men,All,65-,All
2020,May,10.8,FALSE,Men,All,65-,All
2020,April,14.4,FALSE,Men,All,65-,All
2020,March,4.5,FALSE,Men,All,65-,All
2020,February,3.4,FALSE,Men,All,65-,All
2020,January,3.3,FALSE,Men,All,65-,All
2023,November,4.4,FALSE,Men,Latino,25-34,All
2023,October,3.8,FALSE,Men,Latino,25-34,All
2023,September,3.7,FALSE,Men,Latino,25-34,All
2023,August,4.6,FALSE,Men,Latino,25-34,All
2023,July,3.7,FALSE,Men,Latino,25-34,All
2023,June,4.0,FALSE,Men,Latino,25-34,All
2023,May,3.2,FALSE,Men,Latino,25-34,All
2023,April,4.8,FALSE,Men,Latino,25-34,All
2023,March,5.3,FALSE,Men,Latino,25-34,All
2023,February,7.3,FALSE,Men,Latino,25-34,All
2023,January,7.7,FALSE,Men,Latino,25-34,All
2022,December,6.0,FALSE,Men,Latino,25-34,All
2022,November,3.6,FALSE,Men,Latino,25-34,All
2022,October,4.5,FALSE,Men,Latino,25-34,All
2022,September,2.8,FALSE,Men,Latino,25-34,All
2022,August,3.5,FALSE,Men,Latino,25-34,All
2022,July,2.4,FALSE,Men,Latino,25-34,All
2022,June,2.4,FALSE,Men,Latino,25-34,All
2022,May,3.3,FALSE,Men,Latino,25-34,All
2022,April,3.4,FALSE,Men,Latino,25-34,All
2022,March,4.1,FALSE,Men,Latino,25-34,All
2022,February,4.7,FALSE,Men,Latino,25-34,All
2022,January,6.0,FALSE,Men,Latino,25-34,All
2021,December,4.7,FALSE,Men,Latino,25-34,All
2021,November,4.3,FALSE,Men,Latino,25-34,All
2021,October,5.9,FALSE,Men,Latino,25-34,All
2021,September,6.3,FALSE,Men,Latino,25-34,All
2021,August,6.6,FALSE,Men,Latino,25-34,All
2021,July,8.0,FALSE,Men,Latino,25-34,All
2021,June,7.4,FALSE,Men,Latino,25-34,All
2021,May,5.6,FALSE,Men,Latino,25-34,All
2021,April,6.4,FALSE,Men,Latino,25-34,All
2021,March,8.3,FALSE,Men,Latino,25-34,All
2021,February,8.4,FALSE,Men,Latino,25-34,All
2021,January,9.9,FALSE,Men,Latino,25-34,All
2020,December,9.4,FALSE,Men,Latino,25-34,All
2020,November,9.5,FALSE,Men,Latino,25-34,All
2020,October,8.3,FALSE,Men,Latino,25-34,All
2020,September,9.5,FALSE,Men,Latino,25-34,All
2020,August,12.8,FALSE,Men,Latino,25-34,All
2020,July,11.8,FALSE,Men,Latino,25-34,All
2020,June,12.6,FALSE,Men,Latino,25-34,All
2020,May,14.1,FALSE,Men,Latino,25-34,All
2020,April,16.1,FALSE,Men,Latino,25-34,All
2020,March,4.0,FALSE,Men,Latino,25-34,All
2020,February,3.4,FALSE,Men,Latino,25-34,All
2020,January,3.6,FALSE,Men,Latino,25-34,All
2023,November,2.9,FALSE,Men,Latino,35-44,All
2023,October,3.6,FALSE,Men,Latino,35-44,All
2023,September,3.4,FALSE,Men,Latino,35-44,All
2023,August,2.8,FALSE,Men,Latino,35-44,All
2023,July,2.2,FALSE,Men,Latino,35-44,All
2023,June,1.9,FALSE,Men,Latino,35-44,All
2023,May,2.3,FALSE,Men,Latino,35-44,All
2023,April,2.8,FALSE,Men,Latino,35-44,All
2023,March,3.5,FALSE,Men,Latino,35-44,All
2023,February,4.9,FALSE,Men,Latino,35-44,All
2023,January,3.5,FALSE,Men,Latino,35-44,All
2022,December,2.4,FALSE,Men,Latino,35-44,All
2022,November,2.4,FALSE,Men,Latino,35-44,All
2022,October,2.0,FALSE,Men,Latino,35-44,All
2022,September,2.0,FALSE,Men,Latino,35-44,All
2022,August,3.5,FALSE,Men,Latino,35-44,All
2022,July,3.1,FALSE,Men,Latino,35-44,All
2022,June,2.6,FALSE,Men,Latino,35-44,All
2022,May,1.8,FALSE,Men,Latino,35-44,All
2022,April,3.3,FALSE,Men,Latino,35-44,All
2022,March,4.1,FALSE,Men,Latino,35-44,All
2022,February,3.6,FALSE,Men,Latino,35-44,All
2022,January,4.8,FALSE,Men,Latino,35-44,All
2021,December,4.0,FALSE,Men,Latino,35-44,All
2021,November,3.8,FALSE,Men,Latino,35-44,All
2021,October,3.3,FALSE,Men,Latino,35-44,All
2021,September,4.6,FALSE,Men,Latino,35-44,All
2021,August,4.4,FALSE,Men,Latino,35-44,All
2021,July,3.5,FALSE,Men,Latino,35-44,All
2021,June,4.3,FALSE,Men,Latino,35-44,All
2021,May,5.4,FALSE,Men,Latino,35-44,All
2021,April,5.1,FALSE,Men,Latino,35-44,All
2021,March,6.9,FALSE,Men,Latino,35-44,All
2021,February,8.3,FALSE,Men,Latino,35-44,All
2021,January,7.9,FALSE,Men,Latino,35-44,All
2020,December,8.5,FALSE,Men,Latino,35-44,All
2020,November,5.4,FALSE,Men,Latino,35-44,All
2020,October,7.4,FALSE,Men,Latino,35-44,All
2020,September,6.9,FALSE,Men,Latino,35-44,All
2020,August,6.7,FALSE,Men,Latino,35-44,All
2020,July,8.6,FALSE,Men,Latino,35-44,All
2020,June,10.3,FALSE,Men,Latino,35-44,All
2020,May,12.6,FALSE,Men,Latino,35-44,All
2020,April,16.0,FALSE,Men,Latino,35-44,All
2020,March,4.8,FALSE,Men,Latino,35-44,All
2020,February,3.5,FALSE,Men,Latino,35-44,All
2020,January,4.9,FALSE,Men,Latino,35-44,All
2023,November,2.2,FALSE,Men,Latino,45-54,All
2023,October,2.7,FALSE,Men,Latino,45-54,All
2023,September,2.3,FALSE,Men,Latino,45-54,All
2023,August,3.2,FALSE,Men,Latino,45-54,All
2023,July,3.1,FALSE,Men,Latino,45-54,All
2023,June,1.8,FALSE,Men,Latino,45-54,All
2023,May,3.2,FALSE,Men,Latino,45-54,All
2023,April,3.6,FALSE,Men,Latino,45-54,All
2023,March,3.3,FALSE,Men,Latino,45-54,All
2023,February,5.0,FALSE,Men,Latino,45-54,All
2023,January,4.1,FALSE,Men,Latino,45-54,All
2022,December,2.8,FALSE,Men,Latino,45-54,All
2022,November,1.9,FALSE,Men,Latino,45-54,All
2022,October,3.2,FALSE,Men,Latino,45-54,All
2022,September,1.8,FALSE,Men,Latino,45-54,All
2022,August,2.5,FALSE,Men,Latino,45-54,All
2022,July,2.5,FALSE,Men,Latino,45-54,All
2022,June,2.3,FALSE,Men,Latino,45-54,All
2022,May,1.6,FALSE,Men,Latino,45-54,All
2022,April,2.4,FALSE,Men,Latino,45-54,All
2022,March,2.7,FALSE,Men,Latino,45-54,All
2022,February,2.3,FALSE,Men,Latino,45-54,All
2022,January,2.9,FALSE,Men,Latino,45-54,All
2021,December,2.0,FALSE,Men,Latino,45-54,All
2021,November,2.7,FALSE,Men,Latino,45-54,All
2021,October,3.2,FALSE,Men,Latino,45-54,All
2021,September,4.4,FALSE,Men,Latino,45-54,All
2021,August,4.4,FALSE,Men,Latino,45-54,All
2021,July,3.2,FALSE,Men,Latino,45-54,All
2021,June,4.1,FALSE,Men,Latino,45-54,All
2021,May,5.4,FALSE,Men,Latino,45-54,All
2021,April,6.6,FALSE,Men,Latino,45-54,All
2021,March,6.5,FALSE,Men,Latino,45-54,All
2021,February,5.5,FALSE,Men,Latino,45-54,All
2021,January,6.2,FALSE,Men,Latino,45-54,All
2020,December,7.2,FALSE,Men,Latino,45-54,All
2020,November,6.3,FALSE,Men,Latino,45-54,All
2020,October,6.6,FALSE,Men,Latino,45-54,All
2020,September,5.7,FALSE,Men,Latino,45-54,All
2020,August,6.6,FALSE,Men,Latino,45-54,All
2020,July,8.7,FALSE,Men,Latino,45-54,All
2020,June,9.8,FALSE,Men,Latino,45-54,All
2020,May,13.7,FALSE,Men,Latino,45-54,All
2020,April,14.5,FALSE,Men,Latino,45-54,All
2020,March,5.4,FALSE,Men,Latino,45-54,All
2020,February,3.3,FALSE,Men,Latino,45-54,All
2020,January,2.9,FALSE,Men,Latino,45-54,All
2023,November,4.2,FALSE,Men,Latino,55-64,All
2023,October,3.2,FALSE,Men,Latino,55-64,All
2023,September,2.4,FALSE,Men,Latino,55-64,All
2023,August,2.4,FALSE,Men,Latino,55-64,All
2023,July,3.0,FALSE,Men,Latino,55-64,All
2023,June,3.3,FALSE,Men,Latino,55-64,All
2023,May,4.0,FALSE,Men,Latino,55-64,All
2023,April,2.2,FALSE,Men,Latino,55-64,All
2023,March,3.6,FALSE,Men,Latino,55-64,All
2023,February,1.9,FALSE,Men,Latino,55-64,All
2023,January,3.1,FALSE,Men,Latino,55-64,All
2022,December,4.3,FALSE,Men,Latino,55-64,All
2022,November,3.0,FALSE,Men,Latino,55-64,All
2022,October,3.9,FALSE,Men,Latino,55-64,All
2022,September,3.3,FALSE,Men,Latino,55-64,All
2022,August,3.2,FALSE,Men,Latino,55-64,All
2022,July,3.7,FALSE,Men,Latino,55-64,All
2022,June,3.4,FALSE,Men,Latino,55-64,All
2022,May,2.5,FALSE,Men,Latino,55-64,All
2022,April,3.3,FALSE,Men,Latino,55-64,All
2022,March,2.7,FALSE,Men,Latino,55-64,All
2022,February,4.9,FALSE,Men,Latino,55-64,All
2022,January,5.0,FALSE,Men,Latino,55-64,All
2021,December,3.1,FALSE,Men,Latino,55-64,All
2021,November,2.3,FALSE,Men,Latino,55-64,All
2021,October,3.7,FALSE,Men,Latino,55-64,All
2021,September,2.8,FALSE,Men,Latino,55-64,All
2021,August,3.5,FALSE,Men,Latino,55-64,All
2021,July,3.7,FALSE,Men,Latino,55-64,All
2021,June,5.1,FALSE,Men,Latino,55-64,All
2021,May,5.7,FALSE,Men,Latino,55-64,All
2021,April,9.1,FALSE,Men,Latino,55-64,All
2021,March,8.8,FALSE,Men,Latino,55-64,All
2021,February,9.9,FALSE,Men,Latino,55-64,All
2021,January,9.6,FALSE,Men,Latino,55-64,All
2020,December,9.6,FALSE,Men,Latino,55-64,All
2020,November,6.8,FALSE,Men,Latino,55-64,All
2020,October,7.9,FALSE,Men,Latino,55-64,All
2020,September,8.3,FALSE,Men,Latino,55-64,All
2020,August,11.7,FALSE,Men,Latino,55-64,All
2020,July,13.1,FALSE,Men,Latino,55-64,All
2020,June,11.1,FALSE,Men,Latino,55-64,All
2020,May,11.7,FALSE,Men,Latino,55-64,All
2020,April,15.3,FALSE,Men,Latino,55-64,All
2020,March,5.7,FALSE,Men,Latino,55-64,All
2020,February,5.6,FALSE,Men,Latino,55-64,All
2020,January,5.1,FALSE,Men,Latino,55-64,All
2023,November,4.9,FALSE,Men,Latino,65-,All
2023,October,2.9,FALSE,Men,Latino,65-,All
2023,September,4.0,FALSE,Men,Latino,65-,All
2023,August,3.8,FALSE,Men,Latino,65-,All
2023,July,2.0,FALSE,Men,Latino,65-,All
2023,June,3.3,FALSE,Men,Latino,65-,All
2023,May,3.8,FALSE,Men,Latino,65-,All
2023,April,3.4,FALSE,Men,Latino,65-,All
2023,March,8.8,FALSE,Men,Latino,65-,All
2023,February,6.4,FALSE,Men,Latino,65-,All
2023,January,8.3,FALSE,Men,Latino,65-,All
2022,December,3.7,FALSE,Men,Latino,65-,All
2022,November,2.3,FALSE,Men,Latino,65-,All
2022,October,3.5,FALSE,Men,Latino,65-,All
2022,September,1.7,FALSE,Men,Latino,65-,All
2022,August,3.7,FALSE,Men,Latino,65-,All
2022,July,4.1,FALSE,Men,Latino,65-,All
2022,June,2.3,FALSE,Men,Latino,65-,All
2022,May,5.6,FALSE,Men,Latino,65-,All
2022,April,4.5,FALSE,Men,Latino,65-,All
2022,March,3.7,FALSE,Men,Latino,65-,All
2022,February,7.8,FALSE,Men,Latino,65-,All
2022,January,5.8,FALSE,Men,Latino,65-,All
2021,December,3.0,FALSE,Men,Latino,65-,All
2021,November,5.8,FALSE,Men,Latino,65-,All
2021,October,5.3,FALSE,Men,Latino,65-,All
2021,September,4.0,FALSE,Men,Latino,65-,All
2021,August,6.2,FALSE,Men,Latino,65-,All
2021,July,6.8,FALSE,Men,Latino,65-,All
2021,June,7.7,FALSE,Men,Latino,65-,All
2021,May,5.3,FALSE,Men,Latino,65-,All
2021,April,6.5,FALSE,Men,Latino,65-,All
2021,March,4.2,FALSE,Men,Latino,65-,All
2021,February,10.8,FALSE,Men,Latino,65-,All
2021,January,7.8,FALSE,Men,Latino,65-,All
2020,December,6.7,FALSE,Men,Latino,65-,All
2020,November,7.0,FALSE,Men,Latino,65-,All
2020,October,7.6,FALSE,Men,Latino,65-,All
2020,September,8.7,FALSE,Men,Latino,65-,All
2020,August,9.8,FALSE,Men,Latino,65-,All
2020,July,10.8,FALSE,Men,Latino,65-,All
2020,June,17.4,FALSE,Men,Latino,65-,All
2020,May,17.1,FALSE,Men,Latino,65-,All
2020,April,16.0,FALSE,Men,Latino,65-,All
2020,March,4.5,FALSE,Men,Latino,65-,All
2020,February,5.6,FALSE,Men,Latino,65-,All
2020,January,7.5,FALSE,Men,Latino,65-,All
2023,November,5.5,FALSE,Men,White,All,Never Married
2023,October,6.4,FALSE,Men,White,All,Never Married
2023,September,6.2,FALSE,Men,White,All,Never Married
2023,August,6.1,FALSE,Men,White,All,Never Married
2023,July,5.7,FALSE,Men,White,All,Never Married
2023,June,6.4,FALSE,Men,White,All,Never Married
2023,May,5.6,FALSE,Men,White,All,Never Married
2023,April,5.3,FALSE,Men,White,All,Never Married
2023,March,6.0,FALSE,Men,White,All,Never Married
2023,February,6.5,FALSE,Men,White,All,Never Married
2023,January,6.4,FALSE,Men,White,All,Never Married
2022,December,5.0,FALSE,Men,White,All,Never Married
2022,November,5.3,FALSE,Men,White,All,Never Married
2022,October,5.0,FALSE,Men,White,All,Never Married
2022,September,5.2,FALSE,Men,White,All,Never Married
2022,August,5.1,FALSE,Men,White,All,Never Married
2022,July,5.5,FALSE,Men,White,All,Never Married
2022,June,5.7,FALSE,Men,White,All,Never Married
2022,May,5.5,FALSE,Men,White,All,Never Married
2022,April,5.5,FALSE,Men,White,All,Never Married
2022,March,6.3,FALSE,Men,White,All,Never Married
2022,February,6.8,FALSE,Men,White,All,Never Married
2022,January,7.1,FALSE,Men,White,All,Never Married
2021,December,6.0,FALSE,Men,White,All,Never Married
2021,November,5.3,FALSE,Men,White,All,Never Married
2021,October,5.8,FALSE,Men,White,All,Never Married
2021,September,6.8,FALSE,Men,White,All,Never Married
2021,August,6.8,FALSE,Men,White,All,Never Married
2021,July,7.9,FALSE,Men,White,All,Never Married
2021,June,8.5,FALSE,Men,White,All,Never Married
2021,May,7.8,FALSE,Men,White,All,Never Married
2021,April,8.3,FALSE,Men,White,All,Never Married
2021,March,9.5,FALSE,Men,White,All,Never Married
2021,February,10.2,FALSE,Men,White,All,Never Married
2021,January,10.7,FALSE,Men,White,All,Never Married
2020,December,9.9,FALSE,Men,White,All,Never Married
2020,November,9.7,FALSE,Men,White,All,Never Married
2020,October,9.4,FALSE,Men,White,All,Never Married
2020,September,10.2,FALSE,Men,White,All,Never Married
2020,August,11.3,FALSE,Men,White,All,Never Married
2020,July,13.5,FALSE,Men,White,All,Never Married
2020,June,14.9,FALSE,Men,White,All,Never Married
2020,May,17.3,FALSE,Men,White,All,Never Married
2020,April,18.8,FALSE,Men,White,All,Never Married
2020,March,7.3,FALSE,Men,White,All,Never Married
2020,February,5.8,FALSE,Men,White,All,Never Married
2020,January,6.6,FALSE,Men,White,All,Never Married
2023,November,1.7,FALSE,Men,White,All,"Married, spouse present"
2023,October,1.4,FALSE,Men,White,All,"Married, spouse present"
2023,September,1.8,FALSE,Men,White,All,"Married, spouse present"
2023,August,1.9,FALSE,Men,White,All,"Married, spouse present"
2023,July,1.6,FALSE,Men,White,All,"Married, spouse present"
2023,June,1.6,FALSE,Men,White,All,"Married, spouse present"
2023,May,1.6,FALSE,Men,White,All,"Married, spouse present"
2023,April,1.4,FALSE,Men,White,All,"Married, spouse present"
2023,March,2.2,FALSE,Men,White,All,"Married, spouse present"
2023,February,2.0,FALSE,Men,White,All,"Married, spouse present"
2023,January,2.1,FALSE,Men,White,All,"Married, spouse present"
2022,December,1.8,FALSE,Men,White,All,"Married, spouse present"
2022,November,1.8,FALSE,Men,White,All,"Married, spouse present"
2022,October,1.6,FALSE,Men,White,All,"Married, spouse present"
2022,September,1.3,FALSE,Men,White,All,"Married, spouse present"
2022,August,1.8,FALSE,Men,White,All,"Married, spouse present"
2022,July,1.7,FALSE,Men,White,All,"Married, spouse present"
2022,June,1.8,FALSE,Men,White,All,"Married, spouse present"
2022,May,1.5,FALSE,Men,White,All,"Married, spouse present"
2022,April,1.7,FALSE,Men,White,All,"Married, spouse present"
2022,March,1.9,FALSE,Men,White,All,"Married, spouse present"
2022,February,2.1,FALSE,Men,White,All,"Married, spouse present"
2022,January,2.3,FALSE,Men,White,All,"Married, spouse present"
2021,December,1.7,FALSE,Men,White,All,"Married, spouse present"
2021,November,1.9,FALSE,Men,White,All,"Married, spouse present"
2021,October,1.8,FALSE,Men,White,All,"Married, spouse present"
2021,September,2.3,FALSE,Men,White,All,"Married, spouse present"
2021,August,2.7,FALSE,Men,White,All,"Married, spouse present"
2021,July,3.0,FALSE,Men,White,All,"Married, spouse present"
2021,June,3.2,FALSE,Men,White,All,"Married, spouse present"
2021,May,2.9,FALSE,Men,White,All,"Married, spouse present"
2021,April,3.3,FALSE,Men,White,All,"Married, spouse present"
2021,March,3.4,FALSE,Men,White,All,"Married, spouse present"
2021,February,4.0,FALSE,Men,White,All,"Married, spouse present"
2021,January,4.2,FALSE,Men,White,All,"Married, spouse present"
2020,December,4.1,FALSE,Men,White,All,"Married, spouse present"
2020,November,3.6,FALSE,Men,White,All,"Married, spouse present"
2020,October,3.5,FALSE,Men,White,All,"Married, spouse present"
2020,September,4.1,FALSE,Men,White,All,"Married, spouse present"
2020,August,4.3,FALSE,Men,White,All,"Married, spouse present"
2020,July,5.5,FALSE,Men,White,All,"Married, spouse present"
2020,June,6.1,FALSE,Men,White,All,"Married, spouse present"
2020,May,7.5,FALSE,Men,White,All,"Married, spouse present"
2020,April,9.1,FALSE,Men,White,All,"Married, spouse present"
2020,March,2.5,FALSE,Men,White,All,"Married, spouse present"
2020,February,2.3,FALSE,Men,White,All,"Married, spouse present"
2020,January,2.1,FALSE,Men,White,All,"Married, spouse present"
2023,November,4.5,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2023,October,3.8,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2023,September,3.2,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2023,August,3.9,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2023,July,3.5,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2023,June,2.9,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2023,May,3.0,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2023,April,3.6,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2023,March,3.9,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2023,February,5.4,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2023,January,5.5,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2022,December,3.7,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2022,November,2.9,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2022,October,3.4,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2022,September,3.0,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2022,August,3.6,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2022,July,3.4,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2022,June,3.7,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2022,May,3.5,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2022,April,3.6,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2022,March,4.4,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2022,February,4.5,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2022,January,5.1,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2021,December,3.5,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2021,November,3.7,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2021,October,4.4,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2021,September,4.6,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2021,August,5.0,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2021,July,5.1,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2021,June,6.1,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2021,May,6.8,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2021,April,6.9,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2021,March,7.0,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2021,February,7.1,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2021,January,6.3,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2020,December,6.1,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2020,November,7.1,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2020,October,6.8,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2020,September,7.9,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2020,August,8.2,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2020,July,9.6,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2020,June,9.6,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2020,May,10.9,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2020,April,13.8,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2020,March,5.4,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2020,February,4.7,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2020,January,4.4,FALSE,Men,White,All,"Widdowed, divorced, or seperated"
2023,November,3.3,FALSE,Men,White,25-34,All
2023,October,3.9,FALSE,Men,White,25-34,All
2023,September,3.5,FALSE,Men,White,25-34,All
2023,August,3.4,FALSE,Men,White,25-34,All
2023,July,3.2,FALSE,Men,White,25-34,All
2023,June,3.3,FALSE,Men,White,25-34,All
2023,May,3.3,FALSE,Men,White,25-34,All
2023,April,3.6,FALSE,Men,White,25-34,All
2023,March,4.0,FALSE,Men,White,25-34,All
2023,February,4.4,FALSE,Men,White,25-34,All
2023,January,4.9,FALSE,Men,White,25-34,All
2022,December,3.5,FALSE,Men,White,25-34,All
2022,November,3.3,FALSE,Men,White,25-34,All
2022,October,3.1,FALSE,Men,White,25-34,All
2022,September,2.7,FALSE,Men,White,25-34,All
2022,August,2.8,FALSE,Men,White,25-34,All
2022,July,3.2,FALSE,Men,White,25-34,All
2022,June,3.1,FALSE,Men,White,25-34,All
2022,May,3.4,FALSE,Men,White,25-34,All
2022,April,3.8,FALSE,Men,White,25-34,All
2022,March,4.4,FALSE,Men,White,25-34,All
2022,February,4.3,FALSE,Men,White,25-34,All
2022,January,4.6,FALSE,Men,White,25-34,All
2021,December,3.7,FALSE,Men,White,25-34,All
2021,November,3.3,FALSE,Men,White,25-34,All
2021,October,3.6,FALSE,Men,White,25-34,All
2021,September,4.6,FALSE,Men,White,25-34,All
2021,August,5.1,FALSE,Men,White,25-34,All
2021,July,5.4,FALSE,Men,White,25-34,All
2021,June,5.8,FALSE,Men,White,25-34,All
2021,May,5.3,FALSE,Men,White,25-34,All
2021,April,5.6,FALSE,Men,White,25-34,All
2021,March,6.2,FALSE,Men,White,25-34,All
2021,February,6.8,FALSE,Men,White,25-34,All
2021,January,6.9,FALSE,Men,White,25-34,All
2020,December,6.1,FALSE,Men,White,25-34,All
2020,November,6.3,FALSE,Men,White,25-34,All
2020,October,6.3,FALSE,Men,White,25-34,All
2020,September,7.6,FALSE,Men,White,25-34,All
2020,August,8.8,FALSE,Men,White,25-34,All
2020,July,10.1,FALSE,Men,White,25-34,All
2020,June,10.2,FALSE,Men,White,25-34,All
2020,May,11.6,FALSE,Men,White,25-34,All
2020,April,13.5,FALSE,Men,White,25-34,All
2020,March,4.2,FALSE,Men,White,25-34,All
2020,February,4.0,FALSE,Men,White,25-34,All
2020,January,4.0,FALSE,Men,White,25-34,All
2023,November,2.3,FALSE,Men,White,35-44,All
2023,October,2.3,FALSE,Men,White,35-44,All
2023,September,2.7,FALSE,Men,White,35-44,All
2023,August,2.7,FALSE,Men,White,35-44,All
2023,July,2.5,FALSE,Men,White,35-44,All
2023,June,2.1,FALSE,Men,White,35-44,All
2023,May,2.2,FALSE,Men,White,35-44,All
2023,April,2.5,FALSE,Men,White,35-44,All
2023,March,2.9,FALSE,Men,White,35-44,All
2023,February,2.8,FALSE,Men,White,35-44,All
2023,January,2.4,FALSE,Men,White,35-44,All
2022,December,2.2,FALSE,Men,White,35-44,All
2022,November,1.9,FALSE,Men,White,35-44,All
2022,October,2.2,FALSE,Men,White,35-44,All
2022,September,2.0,FALSE,Men,White,35-44,All
2022,August,2.6,FALSE,Men,White,35-44,All
2022,July,2.6,FALSE,Men,White,35-44,All
2022,June,2.6,FALSE,Men,White,35-44,All
2022,May,2.5,FALSE,Men,White,35-44,All
2022,April,2.4,FALSE,Men,White,35-44,All
2022,March,2.8,FALSE,Men,White,35-44,All
2022,February,2.8,FALSE,Men,White,35-44,All
