year,month,value,adjusted,sex,race,age,mari
2023,November,3.5,FALSE,Both,All,All,All
2023,October,3.6,FALSE,Both,All,All,All
2023,September,3.6,FALSE,Both,All,All,All
2023,August,3.9,FALSE,Both,All,All,All
2023,July,3.8,FALSE,Both,All,All,All
2023,June,3.8,FALSE,Both,All,All,All
2023,May,3.4,FALSE,Both,All,All,All
2023,April,3.1,FALSE,Both,All,All,All
2023,March,3.6,FALSE,Both,All,All,All
2023,February,3.9,FALSE,Both,All,All,All
2023,January,3.9,FALSE,Both,All,All,All
2022,December,3.3,FALSE,Both,All,All,All
2022,November,3.4,FALSE,Both,All,All,All
2022,October,3.4,FALSE,Both,All,All,All
2022,September,3.3,FALSE,Both,All,All,All
2022,August,3.8,FALSE,Both,All,All,All
2022,July,3.8,FALSE,Both,All,All,All
2022,June,3.8,FALSE,Both,All,All,All
2022,May,3.4,FALSE,Both,All,All,All
2022,April,3.3,FALSE,Both,All,All,All
2022,March,3.8,FALSE,Both,All,All,All
2022,February,4.1,FALSE,Both,All,All,All
2022,January,4.4,FALSE,Both,All,All,All
2021,December,3.7,FALSE,Both,All,All,All
2021,November,3.9,FALSE,Both,All,All,All
2021,October,4.3,FALSE,Both,All,All,All
2021,September,4.6,FALSE,Both,All,All,All
2021,August,5.3,FALSE,Both,All,All,All
2021,July,5.7,FALSE,Both,All,All,All
2021,June,6.1,FALSE,Both,All,All,All
2021,May,5.5,FALSE,Both,All,All,All
2021,April,5.7,FALSE,Both,All,All,All
2021,March,6.2,FALSE,Both,All,All,All
2021,February,6.6,FALSE,Both,All,All,All
2021,January,6.8,FALSE,Both,All,All,All
2020,December,6.5,FALSE,Both,All,All,All
2020,November,6.4,FALSE,Both,All,All,All
2020,October,6.6,FALSE,Both,All,All,All
2020,September,7.7,FALSE,Both,All,All,All
2020,August,8.5,FALSE,Both,All,All,All
2020,July,10.5,FALSE,Both,All,All,All
2020,June,11.2,FALSE,Both,All,All,All
2020,May,13.0,FALSE,Both,All,All,All
2020,April,14.4,FALSE,Both,All,All,All
2020,March,4.5,FALSE,Both,All,All,All
2020,February,3.8,FALSE,Both,All,All,All
2020,January,4.0,FALSE,Both,All,All,All
2023,November,3.8,FALSE,Men,All,All,All
2023,October,3.8,FALSE,Men,All,All,All
2023,September,3.8,FALSE,Men,All,All,All
2023,August,3.9,FALSE,Men,All,All,All
2023,July,3.6,FALSE,Men,All,All,All
2023,June,3.8,FALSE,Men,All,All,All
2023,May,3.5,FALSE,Men,All,All,All
2023,April,3.3,FALSE,Men,All,All,All
2023,March,4.0,FALSE,Men,All,All,All
2023,February,4.2,FALSE,Men,All,All,All
2023,January,4.2,FALSE,Men,All,All,All
2022,December,3.4,FALSE,Men,All,All,All
2022,November,3.4,FALSE,Men,All,All,All
2022,October,3.3,FALSE,Men,All,All,All
2022,September,3.2,FALSE,Men,All,All,All
2022,August,3.6,FALSE,Men,All,All,All
2022,July,3.5,FALSE,Men,All,All,All
2022,June,3.7,FALSE,Men,All,All,All
2022,May,3.4,FALSE,Men,All,All,All
2022,April,3.6,FALSE,Men,All,All,All
2022,March,4.0,FALSE,Men,All,All,All
2022,February,4.4,FALSE,Men,All,All,All
2022,January,4.8,FALSE,Men,All,All,All
2021,December,3.9,FALSE,Men,All,All,All
2021,November,3.9,FALSE,Men,All,All,All
2021,October,4.2,FALSE,Men,All,All,All
2021,September,4.6,FALSE,Men,All,All,All
2021,August,5.1,FALSE,Men,All,All,All
2021,July,5.5,FALSE,Men,All,All,All
2021,June,6.1,FALSE,Men,All,All,All
2021,May,5.7,FALSE,Men,All,All,All
2021,April,6.0,FALSE,Men,All,All,All
2021,March,6.5,FALSE,Men,All,All,All
2021,February,7.0,FALSE,Men,All,All,All
2021,January,7.1,FALSE,Men,All,All,All
2020,December,6.7,FALSE,Men,All,All,All
2020,November,6.6,FALSE,Men,All,All,All
2020,October,6.6,FALSE,Men,All,All,All
2020,September,7.3,FALSE,Men,All,All,All
2020,August,8.0,FALSE,Men,All,All,All
2020,July,9.7,FALSE,Men,All,All,All
2020,June,10.5,FALSE,Men,All,All,All
2020,May,11.9,FALSE,Men,All,All,All
2020,April,13.3,FALSE,Men,All,All,All
2020,March,4.8,FALSE,Men,All,All,All
2020,February,4.1,FALSE,Men,All,All,All
2020,January,4.2,FALSE,Men,All,All,All
2023,November,3.2,FALSE,Women,All,All,All
2023,October,3.5,FALSE,Women,All,All,All
2023,September,3.4,FALSE,Women,All,All,All
2023,August,4.0,FALSE,Women,All,All,All
2023,July,4.0,FALSE,Women,All,All,All
2023,June,3.8,FALSE,Women,All,All,All
2023,May,3.4,FALSE,Women,All,All,All
2023,April,2.9,FALSE,Women,All,All,All
2023,March,3.2,FALSE,Women,All,All,All
2023,February,3.5,FALSE,Women,All,All,All
2023,January,3.4,FALSE,Women,All,All,All
2022,December,3.1,FALSE,Women,All,All,All
2022,November,3.3,FALSE,Women,All,All,All
2022,October,3.5,FALSE,Women,All,All,All
2022,September,3.4,FALSE,Women,All,All,All
2022,August,4.0,FALSE,Women,All,All,All
2022,July,4.1,FALSE,Women,All,All,All
2022,June,4.0,FALSE,Women,All,All,All
2022,May,3.4,FALSE,Women,All,All,All
2022,April,3.1,FALSE,Women,All,All,All
2022,March,3.5,FALSE,Women,All,All,All
2022,February,3.9,FALSE,Women,All,All,All
2022,January,4.1,FALSE,Women,All,All,All
2021,December,3.5,FALSE,Women,All,All,All
2021,November,3.9,FALSE,Women,All,All,All
2021,October,4.4,FALSE,Women,All,All,All
2021,September,4.5,FALSE,Women,All,All,All
2021,August,5.5,FALSE,Women,All,All,All
2021,July,5.8,FALSE,Women,All,All,All
2021,June,6.1,FALSE,Women,All,All,All
2021,May,5.2,FALSE,Women,All,All,All
2021,April,5.4,FALSE,Women,All,All,All
2021,March,5.8,FALSE,Women,All,All,All
2021,February,6.1,FALSE,Women,All,All,All
2021,January,6.5,FALSE,Women,All,All,All
2020,December,6.3,FALSE,Women,All,All,All
2020,November,6.1,FALSE,Women,All,All,All
2020,October,6.5,FALSE,Women,All,All,All
2020,September,8.0,FALSE,Women,All,All,All
2020,August,9.1,FALSE,Women,All,All,All
2020,July,11.3,FALSE,Women,All,All,All
2020,June,12.0,FALSE,Women,All,All,All
2020,May,14.3,FALSE,Women,All,All,All
2020,April,15.7,FALSE,Women,All,All,All
2020,March,4.2,FALSE,Women,All,All,All
2020,February,3.4,FALSE,Women,All,All,All
2020,January,3.7,FALSE,Women,All,All,All
2023,November,3.0,FALSE,Both,White,All,All
2023,October,3.2,FALSE,Both,White,All,All
2023,September,3.3,FALSE,Both,White,All,All
2023,August,3.6,FALSE,Both,White,All,All
2023,July,3.3,FALSE,Both,White,All,All
2023,June,3.3,FALSE,Both,White,All,All
2023,May,3.0,FALSE,Both,White,All,All
2023,April,2.8,FALSE,Both,White,All,All
2023,March,3.4,FALSE,Both,White,All,All
2023,February,3.5,FALSE,Both,White,All,All
2023,January,3.5,FALSE,Both,White,All,All
2022,December,2.9,FALSE,Both,White,All,All
2022,November,3.0,FALSE,Both,White,All,All
2022,October,3.0,FALSE,Both,White,All,All
2022,September,2.9,FALSE,Both,White,All,All
2022,August,3.3,FALSE,Both,White,All,All
2022,July,3.3,FALSE,Both,White,All,All
2022,June,3.5,FALSE,Both,White,All,All
2022,May,3.0,FALSE,Both,White,All,All
2022,April,2.9,FALSE,Both,White,All,All
2022,March,3.3,FALSE,Both,White,All,All
2022,February,3.7,FALSE,Both,White,All,All
2022,January,3.9,FALSE,Both,White,All,All
2021,December,3.1,FALSE,Both,White,All,All
2021,November,3.4,FALSE,Both,White,All,All
2021,October,3.6,FALSE,Both,White,All,All
2021,September,4.0,FALSE,Both,White,All,All
2021,August,4.6,FALSE,Both,White,All,All
2021,July,5.0,FALSE,Both,White,All,All
2021,June,5.4,FALSE,Both,White,All,All
2021,May,4.8,FALSE,Both,White,All,All
2021,April,5.0,FALSE,Both,White,All,All
2021,March,5.5,FALSE,Both,White,All,All
2021,February,5.9,FALSE,Both,White,All,All
2021,January,6.2,FALSE,Both,White,All,All
2020,December,5.9,FALSE,Both,White,All,All
2020,November,5.7,FALSE,Both,White,All,All
2020,October,5.7,FALSE,Both,White,All,All
2020,September,6.8,FALSE,Both,White,All,All
2020,August,7.5,FALSE,Both,White,All,All
2020,July,9.4,FALSE,Both,White,All,All
2020,June,10.2,FALSE,Both,White,All,All
2020,May,12.1,FALSE,Both,White,All,All
2020,April,13.8,FALSE,Both,White,All,All
2020,March,4.1,FALSE,Both,White,All,All
2020,February,3.4,FALSE,Both,White,All,All
2020,January,3.5,FALSE,Both,White,All,All
2023,November,3.3,FALSE,Men,White,All,All
2023,October,3.4,FALSE,Men,White,All,All
2023,September,3.4,FALSE,Men,White,All,All
2023,August,3.5,FALSE,Men,White,All,All
2023,July,3.2,FALSE,Men,White,All,All
2023,June,3.4,FALSE,Men,White,All,All
2023,May,3.1,FALSE,Men,White,All,All
2023,April,2.9,FALSE,Men,White,All,All
2023,March,3.6,FALSE,Men,White,All,All
2023,February,3.9,FALSE,Men,White,All,All
2023,January,3.9,FALSE,Men,White,All,All
2022,December,3.1,FALSE,Men,White,All,All
2022,November,3.1,FALSE,Men,White,All,All
2022,October,2.9,FALSE,Men,White,All,All
2022,September,2.8,FALSE,Men,White,All,All
2022,August,3.1,FALSE,Men,White,All,All
2022,July,3.2,FALSE,Men,White,All,All
2022,June,3.4,FALSE,Men,White,All,All
2022,May,3.0,FALSE,Men,White,All,All
2022,April,3.1,FALSE,Men,White,All,All
2022,March,3.7,FALSE,Men,White,All,All
2022,February,3.9,FALSE,Men,White,All,All
2022,January,4.2,FALSE,Men,White,All,All
2021,December,3.3,FALSE,Men,White,All,All
2021,November,3.3,FALSE,Men,White,All,All
2021,October,3.4,FALSE,Men,White,All,All
2021,September,4.0,FALSE,Men,White,All,All
2021,August,4.4,FALSE,Men,White,All,All
2021,July,4.9,FALSE,Men,White,All,All
2021,June,5.3,FALSE,Men,White,All,All
2021,May,4.9,FALSE,Men,White,All,All
2021,April,5.3,FALSE,Men,White,All,All
2021,March,5.8,FALSE,Men,White,All,All
2021,February,6.4,FALSE,Men,White,All,All
2021,January,6.6,FALSE,Men,White,All,All
2020,December,6.2,FALSE,Men,White,All,All
2020,November,6.0,FALSE,Men,White,All,All
2020,October,5.8,FALSE,Men,White,All,All
2020,September,6.5,FALSE,Men,White,All,All
2020,August,7.0,FALSE,Men,White,All,All
2020,July,8.5,FALSE,Men,White,All,All
2020,June,9.3,FALSE,Men,White,All,All
2020,May,10.9,FALSE,Men,White,All,All
2020,April,12.6,FALSE,Men,White,All,All
2020,March,4.3,FALSE,Men,White,All,All
2020,February,3.7,FALSE,Men,White,All,All
2020,January,3.8,FALSE,Men,White,All,All
2023,November,2.7,FALSE,Women,White,All,All
2023,October,3.0,FALSE,Women,White,All,All
2023,September,3.0,FALSE,Women,White,All,All
2023,August,3.6,FALSE,Women,White,All,All
2023,July,3.5,FALSE,Women,White,All,All
2023,June,3.2,FALSE,Women,White,All,All
2023,May,3.0,FALSE,Women,White,All,All
2023,April,2.7,FALSE,Women,White,All,All
2023,March,3.1,FALSE,Women,White,All,All
2023,February,3.1,FALSE,Women,White,All,All
2023,January,3.1,FALSE,Women,White,All,All
2022,December,2.7,FALSE,Women,White,All,All
2022,November,2.9,FALSE,Women,White,All,All
2022,October,3.0,FALSE,Women,White,All,All
2022,September,3.0,FALSE,Women,White,All,All
2022,August,3.4,FALSE,Women,White,All,All
2022,July,3.6,FALSE,Women,White,All,All
2022,June,3.7,FALSE,Women,White,All,All
2022,May,2.9,FALSE,Women,White,All,All
2022,April,2.7,FALSE,Women,White,All,All
2022,March,2.9,FALSE,Women,White,All,All
2022,February,3.4,FALSE,Women,White,All,All
2022,January,3.5,FALSE,Women,White,All,All
2021,December,2.9,FALSE,Women,White,All,All
2021,November,3.6,FALSE,Women,White,All,All
2021,October,3.9,FALSE,Women,White,All,All
2021,September,4.0,FALSE,Women,White,All,All
2021,August,4.9,FALSE,Women,White,All,All
2021,July,5.2,FALSE,Women,White,All,All
2021,June,5.6,FALSE,Women,White,All,All
2021,May,4.7,FALSE,Women,White,All,All
2021,April,4.6,FALSE,Women,White,All,All
2021,March,5.1,FALSE,Women,White,All,All
2021,February,5.4,FALSE,Women,White,All,All
2021,January,5.7,FALSE,Women,White,All,All
2020,December,5.6,FALSE,Women,White,All,All
2020,November,5.3,FALSE,Women,White,All,All
2020,October,5.6,FALSE,Women,White,All,All
2020,September,7.2,FALSE,Women,White,All,All
2020,August,8.0,FALSE,Women,White,All,All
2020,July,10.5,FALSE,Women,White,All,All
2020,June,11.3,FALSE,Women,White,All,All
2020,May,13.4,FALSE,Women,White,All,All
2020,April,15.3,FALSE,Women,White,All,All
2020,March,3.7,FALSE,Women,White,All,All
2020,February,3.0,FALSE,Women,White,All,All
2020,January,3.1,FALSE,Women,White,All,All
2023,November,5.5,FALSE,Both,Black,All,All
2023,October,5.8,FALSE,Both,Black,All,All
2023,September,5.4,FALSE,Both,Black,All,All
2023,August,5.6,FALSE,Both,Black,All,All
2023,July,6.3,FALSE,Both,Black,All,All
2023,June,6.4,FALSE,Both,Black,All,All
2023,May,5.6,FALSE,Both,Black,All,All
2023,April,4.4,FALSE,Both,Black,All,All
2023,March,5.1,FALSE,Both,Black,All,All
2023,February,5.9,FALSE,Both,Black,All,All
2023,January,5.6,FALSE,Both,Black,All,All
2022,December,5.3,FALSE,Both,Black,All,All
2022,November,5.4,FALSE,Both,Black,All,All
2022,October,5.8,FALSE,Both,Black,All,All
2022,September,5.5,FALSE,Both,Black,All,All
2022,August,6.8,FALSE,Both,Black,All,All
2022,July,6.5,FALSE,Both,Black,All,All
2022,June,6.1,FALSE,Both,Black,All,All
2022,May,6.0,FALSE,Both,Black,All,All
2022,April,5.6,FALSE,Both,Black,All,All
2022,March,6.3,FALSE,Both,Black,All,All
2022,February,6.8,FALSE,Both,Black,All,All
2022,January,7.3,FALSE,Both,Black,All,All
2021,December,6.5,FALSE,Both,Black,All,All
2021,November,6.1,FALSE,Both,Black,All,All
2021,October,7.6,FALSE,Both,Black,All,All
2021,September,7.4,FALSE,Both,Black,All,All
2021,August,9.1,FALSE,Both,Black,All,All
2021,July,8.7,FALSE,Both,Black,All,All
2021,June,9.4,FALSE,Both,Black,All,All
2021,May,8.8,FALSE,Both,Black,All,All
2021,April,9.4,FALSE,Both,Black,All,All
2021,March,9.9,FALSE,Both,Black,All,All
2021,February,10.2,FALSE,Both,Black,All,All
2021,January,9.8,FALSE,Both,Black,All,All
2020,December,9.3,FALSE,Both,Black,All,All
2020,November,9.8,FALSE,Both,Black,All,All
2020,October,10.6,FALSE,Both,Black,All,All
2020,September,11.5,FALSE,Both,Black,All,All
2020,August,13.1,FALSE,Both,Black,All,All
2020,July,15.0,FALSE,Both,Black,All,All
2020,June,15.5,FALSE,Both,Black,All,All
2020,May,16.6,FALSE,Both,Black,All,All
2020,April,16.4,FALSE,Both,Black,All,All
2020,March,7.0,FALSE,Both,Black,All,All
2020,February,6.3,FALSE,Both,Black,All,All
2020,January,6.6,FALSE,Both,Black,All,All
2023,November,6.2,FALSE,Men,Black,All,All
2023,October,5.4,FALSE,Men,Black,All,All
2023,September,5.9,FALSE,Men,Black,All,All
2023,August,5.3,FALSE,Men,Black,All,All
2023,July,6.0,FALSE,Men,Black,All,All
2023,June,6.0,FALSE,Men,Black,All,All
2023,May,5.6,FALSE,Men,Black,All,All
2023,April,4.7,FALSE,Men,Black,All,All
2023,March,5.9,FALSE,Men,Black,All,All
2023,February,6.1,FALSE,Men,Black,All,All
2023,January,6.0,FALSE,Men,Black,All,All
2022,December,5.2,FALSE,Men,Black,All,All
2022,November,5.5,FALSE,Men,Black,All,All
2022,October,5.6,FALSE,Men,Black,All,All
2022,September,5.6,FALSE,Men,Black,All,All
2022,August,6.3,FALSE,Men,Black,All,All
2022,July,6.4,FALSE,Men,Black,All,All
2022,June,6.0,FALSE,Men,Black,All,All
2022,May,6.1,FALSE,Men,Black,All,All
2022,April,6.5,FALSE,Men,Black,All,All
2022,March,6.5,FALSE,Men,Black,All,All
2022,February,7.3,FALSE,Men,Black,All,All
2022,January,8.1,FALSE,Men,Black,All,All
2021,December,6.9,FALSE,Men,Black,All,All
2021,November,6.9,FALSE,Men,Black,All,All
2021,October,8.3,FALSE,Men,Black,All,All
2021,September,7.8,FALSE,Men,Black,All,All
2021,August,9.1,FALSE,Men,Black,All,All
2021,July,8.9,FALSE,Men,Black,All,All
2021,June,9.9,FALSE,Men,Black,All,All
2021,May,9.7,FALSE,Men,Black,All,All
2021,April,10.4,FALSE,Men,Black,All,All
2021,March,10.7,FALSE,Men,Black,All,All
2021,February,11.3,FALSE,Men,Black,All,All
2021,January,10.5,FALSE,Men,Black,All,All
2020,December,10.6,FALSE,Men,Black,All,All
2020,November,10.8,FALSE,Men,Black,All,All
2020,October,11.6,FALSE,Men,Black,All,All
2020,September,12.3,FALSE,Men,Black,All,All
2020,August,13.3,FALSE,Men,Black,All,All
2020,July,15.6,FALSE,Men,Black,All,All
2020,June,16.4,FALSE,Men,Black,All,All
2020,May,15.9,FALSE,Men,Black,All,All
2020,April,16.3,FALSE,Men,Black,All,All
2020,March,8.1,FALSE,Men,Black,All,All
2020,February,7.3,FALSE,Men,Black,All,All
2020,January,6.9,FALSE,Men,Black,All,All
2023,November,4.9,FALSE,Women,Black,All,All
2023,October,6.2,FALSE,Women,Black,All,All
2023,September,5.0,FALSE,Women,Black,All,All
2023,August,5.9,FALSE,Women,Black,All,All
2023,July,6.7,FALSE,Women,Black,All,All
2023,June,6.7,FALSE,Women,Black,All,All
2023,May,5.5,FALSE,Women,Black,All,All
2023,April,4.0,FALSE,Women,Black,All,All
2023,March,4.4,FALSE,Women,Black,All,All
2023,February,5.7,FALSE,Women,Black,All,All
2023,January,5.3,FALSE,Women,Black,All,All
2022,December,5.4,FALSE,Women,Black,All,All
2022,November,5.3,FALSE,Women,Black,All,All
2022,October,6.0,FALSE,Women,Black,All,All
2022,September,5.5,FALSE,Women,Black,All,All
2022,August,7.1,FALSE,Women,Black,All,All
2022,July,6.6,FALSE,Women,Black,All,All
2022,June,6.1,FALSE,Women,Black,All,All
2022,May,6.0,FALSE,Women,Black,All,All
2022,April,4.8,FALSE,Women,Black,All,All
2022,March,6.2,FALSE,Women,Black,All,All
2022,February,6.5,FALSE,Women,Black,All,All
2022,January,6.5,FALSE,Women,Black,All,All
2021,December,6.1,FALSE,Women,Black,All,All
2021,November,5.3,FALSE,Women,Black,All,All
2021,October,6.9,FALSE,Women,Black,All,All
2021,September,7.0,FALSE,Women,Black,All,All
2021,August,9.0,FALSE,Women,Black,All,All
2021,July,8.6,FALSE,Women,Black,All,All
2021,June,9.0,FALSE,Women,Black,All,All
2021,May,8.1,FALSE,Women,Black,All,All
2021,April,8.5,FALSE,Women,Black,All,All
2021,March,9.1,FALSE,Women,Black,All,All
2021,February,9.2,FALSE,Women,Black,All,All
2021,January,9.2,FALSE,Women,Black,All,All
2020,December,8.2,FALSE,Women,Black,All,All
2020,November,9.0,FALSE,Women,Black,All,All
2020,October,9.6,FALSE,Women,Black,All,All
2020,September,10.8,FALSE,Women,Black,All,All
2020,August,12.9,FALSE,Women,Black,All,All
2020,July,14.4,FALSE,Women,Black,All,All
2020,June,14.6,FALSE,Women,Black,All,All
2020,May,17.2,FALSE,Women,Black,All,All
2020,April,16.4,FALSE,Women,Black,All,All
2020,March,6.0,FALSE,Women,Black,All,All
2020,February,5.4,FALSE,Women,Black,All,All
2020,January,6.4,FALSE,Women,Black,All,All
2023,November,4.3,FALSE,Both,Latino,All,All
2023,October,4.5,FALSE,Both,Latino,All,All
2023,September,4.3,FALSE,Both,Latino,All,All
2023,August,4.9,FALSE,Both,Latino,All,All
2023,July,4.5,FALSE,Both,Latino,All,All
2023,June,4.3,FALSE,Both,Latino,All,All
2023,May,3.6,FALSE,Both,Latino,All,All
2023,April,4.0,FALSE,Both,Latino,All,All
2023,March,4.9,FALSE,Both,Latino,All,All
2023,February,5.9,FALSE,Both,Latino,All,All
2023,January,5.5,FALSE,Both,Latino,All,All
2022,December,4.1,FALSE,Both,Latino,All,All
2022,November,3.7,FALSE,Both,Latino,All,All
2022,October,3.9,FALSE,Both,Latino,All,All
2022,September,3.7,FALSE,Both,Latino,All,All
2022,August,4.6,FALSE,Both,Latino,All,All
2022,July,4.2,FALSE,Both,Latino,All,All
2022,June,4.4,FALSE,Both,Latino,All,All
2022,May,4.0,FALSE,Both,Latino,All,All
2022,April,3.8,FALSE,Both,Latino,All,All
2022,March,4.4,FALSE,Both,Latino,All,All
2022,February,4.8,FALSE,Both,Latino,All,All
2022,January,5.5,FALSE,Both,Latino,All,All
2021,December,4.6,FALSE,Both,Latino,All,All
2021,November,4.8,FALSE,Both,Latino,All,All
2021,October,5.3,FALSE,Both,Latino,All,All
2021,September,6.0,FALSE,Both,Latino,All,All
2021,August,6.2,FALSE,Both,Latino,All,All
2021,July,6.6,FALSE,Both,Latino,All,All
2021,June,7.3,FALSE,Both,Latino,All,All
2021,May,6.8,FALSE,Both,Latino,All,All
2021,April,7.5,FALSE,Both,Latino,All,All
2021,March,8.2,FALSE,Both,Latino,All,All
2021,February,9.0,FALSE,Both,Latino,All,All
2021,January,9.4,FALSE,Both,Latino,All,All
2020,December,9.2,FALSE,Both,Latino,All,All
2020,November,8.3,FALSE,Both,Latino,All,All
2020,October,8.5,FALSE,Both,Latino,All,All
2020,September,10.0,FALSE,Both,Latino,All,All
2020,August,10.5,FALSE,Both,Latino,All,All
2020,July,13.0,FALSE,Both,Latino,All,All
2020,June,14.5,FALSE,Both,Latino,All,All
2020,May,17.2,FALSE,Both,Latino,All,All
2020,April,18.5,FALSE,Both,Latino,All,All
2020,March,6.3,FALSE,Both,Latino,All,All
2020,February,4.8,FALSE,Both,Latino,All,All
2020,January,5.1,FALSE,Both,Latino,All,All
2023,November,4.4,FALSE,Men,Latino,All,All
2023,October,4.6,FALSE,Men,Latino,All,All
2023,September,4.2,FALSE,Men,Latino,All,All
2023,August,4.8,FALSE,Men,Latino,All,All
2023,July,4.2,FALSE,Men,Latino,All,All
2023,June,3.9,FALSE,Men,Latino,All,All
2023,May,3.8,FALSE,Men,Latino,All,All
2023,April,4.0,FALSE,Men,Latino,All,All
2023,March,4.8,FALSE,Men,Latino,All,All
2023,February,6.4,FALSE,Men,Latino,All,All
2023,January,5.9,FALSE,Men,Latino,All,All
2022,December,4.5,FALSE,Men,Latino,All,All
2022,November,3.8,FALSE,Men,Latino,All,All
2022,October,4.0,FALSE,Men,Latino,All,All
2022,September,3.4,FALSE,Men,Latino,All,All
2022,August,4.4,FALSE,Men,Latino,All,All
2022,July,3.8,FALSE,Men,Latino,All,All
2022,June,3.7,FALSE,Men,Latino,All,All
2022,May,3.4,FALSE,Men,Latino,All,All
2022,April,3.8,FALSE,Men,Latino,All,All
2022,March,4.5,FALSE,Men,Latino,All,All
2022,February,4.6,FALSE,Men,Latino,All,All
2022,January,5.5,FALSE,Men,Latino,All,All
2021,December,4.3,FALSE,Men,Latino,All,All
2021,November,4.2,FALSE,Men,Latino,All,All
2021,October,4.8,FALSE,Men,Latino,All,All
2021,September,5.9,FALSE,Men,Latino,All,All
2021,August,5.8,FALSE,Men,Latino,All,All
2021,July,5.9,FALSE,Men,Latino,All,All
2021,June,6.4,FALSE,Men,Latino,All,All
2021,May,6.3,FALSE,Men,Latino,All,All
2021,April,7.6,FALSE,Men,Latino,All,All
2021,March,8.5,FALSE,Men,Latino,All,All
2021,February,9.0,FALSE,Men,Latino,All,All
2021,January,9.2,FALSE,Men,Latino,All,All
2020,December,9.2,FALSE,Men,Latino,All,All
2020,November,8.2,FALSE,Men,Latino,All,All
2020,October,8.2,FALSE,Men,Latino,All,All
2020,September,8.9,FALSE,Men,Latino,All,All
2020,August,10.0,FALSE,Men,Latino,All,All
2020,July,11.6,FALSE,Men,Latino,All,All
2020,June,13.3,FALSE,Men,Latino,All,All
2020,May,15.5,FALSE,Men,Latino,All,All
2020,April,16.9,FALSE,Men,Latino,All,All
2020,March,6.0,FALSE,Men,Latino,All,All
2020,February,4.3,FALSE,Men,Latino,All,All
2020,January,4.9,FALSE,Men,Latino,All,All
2023,November,4.2,FALSE,Women,Latino,All,All
2023,October,4.3,FALSE,Women,Latino,All,All
2023,September,4.6,FALSE,Women,Latino,All,All
2023,August,5.1,FALSE,Women,Latino,All,All
2023,July,4.9,FALSE,Women,Latino,All,All
2023,June,4.8,FALSE,Women,Latino,All,All
2023,May,3.4,FALSE,Women,Latino,All,All
2023,April,4.1,FALSE,Women,Latino,All,All
2023,March,4.9,FALSE,Women,Latino,All,All
2023,February,5.3,FALSE,Women,Latino,All,All
2023,January,4.8,FALSE,Women,Latino,All,All
2022,December,3.6,FALSE,Women,Latino,All,All
2022,November,3.6,FALSE,Women,Latino,All,All
2022,October,3.7,FALSE,Women,Latino,All,All
2022,September,4.0,FALSE,Women,Latino,All,All
2022,August,4.9,FALSE,Women,Latino,All,All
2022,July,4.6,FALSE,Women,Latino,All,All
2022,June,5.3,FALSE,Women,Latino,All,All
2022,May,4.8,FALSE,Women,Latino,All,All
2022,April,3.8,FALSE,Women,Latino,All,All
2022,March,4.3,FALSE,Women,Latino,All,All
2022,February,5.1,FALSE,Women,Latino,All,All
2022,January,5.6,FALSE,Women,Latino,All,All
2021,December,4.9,FALSE,Women,Latino,All,All
2021,November,5.5,FALSE,Women,Latino,All,All
2021,October,6.0,FALSE,Women,Latino,All,All
2021,September,6.1,FALSE,Women,Latino,All,All
2021,August,6.7,FALSE,Women,Latino,All,All
2021,July,7.6,FALSE,Women,Latino,All,All
2021,June,8.6,FALSE,Women,Latino,All,All
2021,May,7.4,FALSE,Women,Latino,All,All
2021,April,7.5,FALSE,Women,Latino,All,All
2021,March,7.6,FALSE,Women,Latino,All,All
2021,February,8.9,FALSE,Women,Latino,All,All
2021,January,9.7,FALSE,Women,Latino,All,All
2020,December,9.2,FALSE,Women,Latino,All,All
2020,November,8.4,FALSE,Women,Latino,All,All
2020,October,8.9,FALSE,Women,Latino,All,All
2020,September,11.5,FALSE,Women,Latino,All,All
2020,August,11.2,FALSE,Women,Latino,All,All
2020,July,14.8,FALSE,Women,Latino,All,All
2020,June,16.1,FALSE,Women,Latino,All,All
2020,May,19.5,FALSE,Women,Latino,All,All
2020,April,20.5,FALSE,Women,Latino,All,All
2020,March,6.6,FALSE,Women,Latino,All,All
2020,February,5.5,FALSE,Women,Latino,All,All
2020,January,5.3,FALSE,Women,Latino,All,All
2023,November,11.0,FALSE,Both,All,16-19,All
2023,October,13.1,FALSE,Both,All,16-19,All
2023,September,11.8,FALSE,Both,All,16-19,All
2023,August,12.1,FALSE,Both,All,16-19,All
2023,July,12.0,FALSE,Both,All,16-19,All
2023,June,13.3,FALSE,Both,All,16-19,All
2023,May,10.1,FALSE,Both,All,16-19,All
2023,April,8.3,FALSE,Both,All,16-19,All
2023,March,9.4,FALSE,Both,All,16-19,All
2023,February,11.4,FALSE,Both,All,16-19,All
2023,January,10.9,FALSE,Both,All,16-19,All
2022,December,9.1,FALSE,Both,All,16-19,All
2022,November,10.9,FALSE,Both,All,16-19,All
2022,October,10.5,FALSE,Both,All,16-19,All
2022,September,11.4,FALSE,Both,All,16-19,All
2022,August,10.0,FALSE,Both,All,16-19,All
2022,July,11.9,FALSE,Both,All,16-19,All
2022,June,13.1,FALSE,Both,All,16-19,All
2022,May,10.3,FALSE,Both,All,16-19,All
2022,April,9.5,FALSE,Both,All,16-19,All
2022,March,9.7,FALSE,Both,All,16-19,All
2022,February,10.4,FALSE,Both,All,16-19,All
2022,January,11.6,FALSE,Both,All,16-19,All
